FID IID BAPS_1 BAPS_2 BAPS_3 BAPS_4 BAPS_5 BAPS_6 BAPS_7 BAPS_8 BAPS_9 BAPS_10
307048_F05_hpgen5583786 307048_F05_hpgen5583786 0 0 0 0 0 0 1 0 0 0
307049_B06_hpgen5583889 307049_B06_hpgen5583889 0 0 0 0 0 0 1 0 0 0
307048_D11_hpgen5583832 307048_D11_hpgen5583832 0 0 0 0 0 0 1 0 0 0
307048_D08_hpgen5583808 307048_D08_hpgen5583808 0 0 0 0 0 0 1 0 0 0
307047_H03_hpgen5583675 307047_H03_hpgen5583675 0 0 0 0 0 0 1 0 0 0
307049_B09_hpgen5583913 307049_B09_hpgen5583913 0 0 0 0 0 0 1 0 0 0
307050_F02_hpgen5583958 307050_F02_hpgen5583958 0 0 0 0 0 0 1 0 0 0
307047_E05_hpgen5583688 307047_E05_hpgen5583688 0 0 0 0 0 0 1 0 0 0
307048_C12_hpgen5583841 307048_C12_hpgen5583841 0 0 0 0 0 0 1 0 0 0
307047_H10_hpgen5583731 307047_H10_hpgen5583731 0 0 0 0 0 0 1 0 0 0
307050_D06_hpgen5583988 307050_D06_hpgen5583988 0 0 0 0 0 0 1 0 0 0
307050_A04_hpgen5583969 307050_A04_hpgen5583969 0 0 0 0 0 0 1 0 0 0
307051_C09_hpgen5584109 307051_C09_hpgen5584109 0 0 0 0 0 0 1 0 0 0
307052_A04_hpgen5584184 307052_A04_hpgen5584184 0 0 0 0 0 0 1 0 0 0
307051_F12_hpgen5584139 307051_F12_hpgen5584139 0 0 0 0 0 0 1 0 0 0
307052_B12_hpgen5584265 307052_B12_hpgen5584265 0 0 0 0 0 0 1 0 0 0
307053_H03_hpgen5584295 307053_H03_hpgen5584295 0 0 0 0 0 0 1 0 0 0
307053_D03_hpgen5584291 307053_D03_hpgen5584291 0 0 0 0 0 0 1 0 0 0
307051_D03_hpgen5584062 307051_D03_hpgen5584062 0 0 0 0 0 0 1 0 0 0
307050_B02_hpgen5583954 307050_B02_hpgen5583954 0 0 0 0 0 0 1 0 0 0
307050_F09_hpgen5584014 307050_F09_hpgen5584014 0 0 0 0 0 0 1 0 0 0
307050_B11_hpgen5584026 307050_B11_hpgen5584026 0 0 0 0 0 0 1 0 0 0
307051_F06_hpgen5584088 307051_F06_hpgen5584088 0 0 0 0 0 0 1 0 0 0
307051_F09_hpgen5584112 307051_F09_hpgen5584112 0 0 0 0 0 0 1 0 0 0
307051_G04_hpgen5584073 307051_G04_hpgen5584073 0 0 0 0 0 0 1 0 0 0
307051_H05_hpgen5584082 307051_H05_hpgen5584082 0 0 0 0 0 0 1 0 0 0
307053_C03_hpgen5584290 307053_C03_hpgen5584290 0 0 0 0 0 0 1 0 0 0
307050_E05_hpgen5583981 307050_E05_hpgen5583981 0 0 0 0 0 0 1 0 0 0
307046_H06_hpgen5583602 307046_H06_hpgen5583602 0 0 0 0 0 0 1 0 0 0
307048_A02_hpgen5583757 307048_A02_hpgen5583757 0 0 0 0 0 0 1 0 0 0
307049_D09_hpgen5583915 307049_D09_hpgen5583915 0 0 0 0 0 0 1 0 0 0
307046_H05_hpgen5583594 307046_H05_hpgen5583594 0 0 0 0 0 0 1 0 0 0
307050_D12_hpgen5584037 307050_D12_hpgen5584037 0 0 0 0 0 0 1 0 0 0
307051_C05_hpgen5584077 307051_C05_hpgen5584077 0 0 0 0 0 0 1 0 0 0
307050_C07_hpgen5583995 307050_C07_hpgen5583995 0 0 0 0 0 0 1 0 0 0
307049_D11_hpgen5583931 307049_D11_hpgen5583931 0 0 0 0 0 0 0 1 0 0
307047_G01_hpgen5583658 307047_G01_hpgen5583658 0 0 0 0 0 0 0 1 0 0
307045_G09_hpgen5583526 307045_G09_hpgen5583526 0 0 0 0 0 0 0 1 0 0
307046_F06_hpgen5583600 307046_F06_hpgen5583600 0 0 0 0 0 0 0 1 0 0
307045_B04_hpgen5583480 307045_B04_hpgen5583480 0 0 0 0 0 0 0 1 0 0
307049_C11_hpgen5583930 307049_C11_hpgen5583930 0 0 0 0 0 0 0 1 0 0
307049_H10_hpgen5583927 307049_H10_hpgen5583927 0 0 0 0 0 0 0 1 0 0
307048_A06_hpgen5583789 307048_A06_hpgen5583789 0 0 0 0 0 0 0 1 0 0
307046_F03_hpgen5583576 307046_F03_hpgen5583576 0 0 0 0 0 0 0 1 0 0
307045_D09_hpgen5583523 307045_D09_hpgen5583523 0 0 0 0 0 0 0 1 0 0
307050_G06_hpgen5583991 307050_G06_hpgen5583991 0 0 0 0 0 0 0 1 0 0
307049_H11_hpgen5583936 307049_H11_hpgen5583936 0 0 0 0 0 0 0 1 0 0
307051_C07_hpgen5584093 307051_C07_hpgen5584093 0 0 0 0 0 0 0 1 0 0
307051_G12_hpgen5584142 307051_G12_hpgen5584142 0 0 0 0 0 0 0 1 0 0
307052_G01_hpgen5584154 307052_G01_hpgen5584154 0 0 0 0 0 0 0 1 0 0
307052_C09_hpgen5584241 307052_C09_hpgen5584241 0 0 0 0 0 0 0 1 0 0
307052_F12_hpgen5584269 307052_F12_hpgen5584269 0 0 0 0 0 0 0 1 0 0
307051_E08_hpgen5584103 307051_E08_hpgen5584103 0 0 0 0 0 0 0 1 0 0
307051_E10_hpgen5584119 307051_E10_hpgen5584119 0 0 0 0 0 0 0 1 0 0
307051_A01_hpgen5584042 307051_A01_hpgen5584042 0 0 0 0 0 0 0 1 0 0
307051_H07_hpgen5584098 307051_H07_hpgen5584098 0 0 0 0 0 0 0 1 0 0
307051_B10_hpgen5584116 307051_B10_hpgen5584116 0 0 0 0 0 0 0 1 0 0
307045_D02_hpgen5583465 307045_D02_hpgen5583465 0 0 0 0 0 0 0 1 0 0
307051_B12_hpgen5584135 307051_B12_hpgen5584135 0 0 0 0 0 0 0 1 0 0
307052_F10_hpgen5584252 307052_F10_hpgen5584252 0 0 0 0 0 0 0 1 0 0
307047_D03_hpgen5583671 307047_D03_hpgen5583671 0 0 0 0 0 0 0 1 0 0
307050_H09_hpgen5584016 307050_H09_hpgen5584016 0 0 0 0 0 0 0 1 0 0
307047_F06_hpgen5583697 307047_F06_hpgen5583697 0 0 0 0 0 0 0 1 0 0
307046_B08_hpgen5583612 307046_B08_hpgen5583612 0 0 0 0 0 0 0 1 0 0
307047_H04_hpgen5583683 307047_H04_hpgen5583683 0 0 0 0 0 0 0 1 0 0
307047_F12_hpgen5583746 307047_F12_hpgen5583746 0 0 0 0 0 0 0 1 0 0
307047_G02_hpgen5583666 307047_G02_hpgen5583666 0 0 0 0 0 0 0 1 0 0
307046_F04_hpgen5583584 307046_F04_hpgen5583584 0 0 0 0 0 0 0 1 0 0
307050_H03_hpgen5583968 307050_H03_hpgen5583968 0 0 0 0 0 0 0 1 0 0
307051_D07_hpgen5584094 307051_D07_hpgen5584094 0 0 0 0 0 0 0 1 0 0
307050_A01_hpgen5583945 307050_A01_hpgen5583945 0 0 0 0 0 0 0 1 0 0
307050_B04_hpgen5583970 307050_B04_hpgen5583970 0 0 0 0 0 0 0 1 0 0
307051_C04_hpgen5584069 307051_C04_hpgen5584069 0 0 0 0 0 0 0 1 0 0
307051_C11_hpgen5584126 307051_C11_hpgen5584126 0 0 0 0 0 0 0 1 0 0
307052_B10_hpgen5584248 307052_B10_hpgen5584248 0 0 0 0 0 0 0 1 0 0
307051_H03_hpgen5584066 307051_H03_hpgen5584066 0 0 0 0 0 0 0 1 0 0
307051_A08_hpgen5584099 307051_A08_hpgen5584099 0 0 0 0 0 0 0 1 0 0
307050_E09_hpgen5584013 307050_E09_hpgen5584013 0 0 0 0 0 0 0 1 0 0
307045_E01_hpgen5583458 307045_E01_hpgen5583458 0 0 0 0 0 0 0 1 0 0
307045_C12_hpgen5583547 307045_C12_hpgen5583547 0 0 0 0 0 0 0 1 0 0
307053_A05_hpgen5584304 307053_A05_hpgen5584304 0 0 0 0 0 0 0 1 0 0
307050_G11_hpgen5584032 307050_G11_hpgen5584032 0 0 0 0 0 0 0 1 0 0
307045_D11_hpgen5583540 307045_D11_hpgen5583540 0 0 0 0 0 0 0 0 1 0
307048_H01_hpgen5583756 307048_H01_hpgen5583756 0 0 0 0 0 0 0 0 1 0
307050_H12_hpgen5584041 307050_H12_hpgen5584041 0 0 0 0 0 0 0 0 1 0
307048_D09_hpgen5583816 307048_D09_hpgen5583816 0 0 0 0 0 0 0 0 1 0
307046_B01_hpgen5583555 307046_B01_hpgen5583555 0 0 0 0 0 0 0 0 1 0
307047_E08_hpgen5583712 307047_E08_hpgen5583712 0 0 0 0 0 0 0 0 1 0
307047_G07_hpgen5583706 307047_G07_hpgen5583706 0 0 0 0 0 0 0 0 1 0
307047_A07_hpgen5583700 307047_A07_hpgen5583700 0 0 0 0 0 0 0 0 1 0
307049_F02_hpgen5583860 307049_F02_hpgen5583860 0 0 0 0 0 0 0 0 1 0
307047_A03_hpgen5583668 307047_A03_hpgen5583668 0 0 0 0 0 0 0 0 1 0
307048_F08_hpgen5583810 307048_F08_hpgen5583810 0 0 0 0 0 0 0 0 1 0
307048_G05_hpgen5583787 307048_G05_hpgen5583787 0 0 0 0 0 0 0 0 1 0
307046_C09_hpgen5583621 307046_C09_hpgen5583621 0 0 0 0 0 0 0 0 1 0
307046_C01_hpgen5583557 307046_C01_hpgen5583557 0 0 0 0 0 0 0 0 1 0
307046_A06_hpgen5583595 307046_A06_hpgen5583595 0 0 0 0 0 0 0 0 1 0
307047_H05_hpgen5583691 307047_H05_hpgen5583691 0 0 0 0 0 0 0 0 1 0
307049_F07_hpgen5583901 307049_F07_hpgen5583901 0 0 0 0 0 0 0 0 1 0
307048_H05_hpgen5583788 307048_H05_hpgen5583788 0 0 0 0 0 0 0 0 1 0
307049_G04_hpgen5583877 307049_G04_hpgen5583877 0 0 0 0 0 0 0 0 1 0
307050_F06_hpgen5583990 307050_F06_hpgen5583990 0 0 0 0 0 0 0 0 1 0
307046_D04_hpgen5583582 307046_D04_hpgen5583582 0 0 0 0 0 0 0 0 1 0
307049_G09_hpgen5583918 307049_G09_hpgen5583918 0 0 0 0 0 0 0 0 1 0
307045_F02_hpgen5583467 307045_F02_hpgen5583467 0 0 0 0 0 0 0 0 1 0
307049_B12_hpgen5583938 307049_B12_hpgen5583938 0 0 0 0 0 0 0 0 1 0
307051_D09_hpgen5584110 307051_D09_hpgen5584110 0 0 0 0 0 0 0 0 1 0
307050_E01_hpgen5583949 307050_E01_hpgen5583949 0 0 0 0 0 0 0 0 1 0
307050_G01_hpgen5583951 307050_G01_hpgen5583951 0 0 0 0 0 0 0 0 1 0
307052_C04_hpgen5584186 307052_C04_hpgen5584186 0 0 0 0 0 0 0 0 1 0
307052_A03_hpgen5584170 307052_A03_hpgen5584170 0 0 0 0 0 0 0 0 1 0
307053_H02_hpgen5584287 307053_H02_hpgen5584287 0 0 0 0 0 0 0 0 1 0
307053_C01_hpgen5584274 307053_C01_hpgen5584274 0 0 0 0 0 0 0 0 1 0
307052_E07_hpgen5584227 307052_E07_hpgen5584227 0 0 0 0 0 0 0 0 1 0
307053_D02_hpgen5584283 307053_D02_hpgen5584283 0 0 0 0 0 0 0 0 1 0
307053_D04_hpgen5584299 307053_D04_hpgen5584299 0 0 0 0 0 0 0 0 1 0
307052_G09_hpgen5584245 307052_G09_hpgen5584245 0 0 0 0 0 0 0 0 1 0
307050_H04_hpgen5583976 307050_H04_hpgen5583976 0 0 0 0 0 0 0 0 1 0
307050_G09_hpgen5584015 307050_G09_hpgen5584015 0 0 0 0 0 0 0 0 1 0
307050_D05_hpgen5583980 307050_D05_hpgen5583980 0 0 0 0 0 0 0 0 1 0
307050_G04_hpgen5583975 307050_G04_hpgen5583975 0 0 0 0 0 0 0 0 1 0
307050_D01_hpgen5583948 307050_D01_hpgen5583948 0 0 0 0 0 0 0 0 1 0
307051_A06_hpgen5584083 307051_A06_hpgen5584083 0 0 0 0 0 0 0 0 1 0
307045_E10_hpgen5583532 307045_E10_hpgen5583532 0 0 0 0 0 0 0 0 1 0
307049_D06_hpgen5583891 307049_D06_hpgen5583891 0 0 0 0 0 0 0 0 1 0
307050_E06_hpgen5583989 307050_E06_hpgen5583989 0 0 0 0 0 0 0 0 1 0
307052_B08_hpgen5584232 307052_B08_hpgen5584232 0 0 0 0 0 0 0 0 1 0
307052_B05_hpgen5584199 307052_B05_hpgen5584199 0 0 0 0 0 0 0 0 1 0
307049_D02_hpgen5583858 307049_D02_hpgen5583858 0 0 0 0 0 0 0 0 1 0
307045_H01_hpgen5583461 307045_H01_hpgen5583461 0 0 0 0 0 0 0 0 0 1
307045_G02_hpgen5583468 307045_G02_hpgen5583468 0 0 0 0 0 0 0 0 0 1
307045_H06_hpgen5583502 307045_H06_hpgen5583502 0 0 0 0 0 0 0 0 0 1
307048_B11_hpgen5583830 307048_B11_hpgen5583830 0 0 0 0 0 0 0 0 0 1
307046_C11_hpgen5583637 307046_C11_hpgen5583637 0 0 0 0 0 0 0 0 0 1
307046_H02_hpgen5583570 307046_H02_hpgen5583570 0 0 0 0 0 0 0 0 0 1
307047_B04_hpgen5583677 307047_B04_hpgen5583677 0 0 0 0 0 0 0 0 0 1
307047_D09_hpgen5583719 307047_D09_hpgen5583719 0 0 0 0 0 0 0 0 0 1
307046_B11_hpgen5583636 307046_B11_hpgen5583636 0 0 0 0 0 0 0 0 0 1
307046_D05_hpgen5583590 307046_D05_hpgen5583590 0 0 0 0 0 0 0 0 0 1
307049_C02_hpgen5583857 307049_C02_hpgen5583857 0 0 0 0 0 0 0 0 0 1
307049_F10_hpgen5583925 307049_F10_hpgen5583925 0 0 0 0 0 0 0 0 0 1
307049_E04_hpgen5583875 307049_E04_hpgen5583875 0 0 0 0 0 0 0 0 0 1
307049_H09_hpgen5583919 307049_H09_hpgen5583919 0 0 0 0 0 0 0 0 0 1
307048_C05_hpgen5583783 307048_C05_hpgen5583783 0 0 0 0 0 0 0 0 0 1
307047_A11_hpgen5583732 307047_A11_hpgen5583732 0 0 0 0 0 0 0 0 0 1
307047_E04_hpgen5583680 307047_E04_hpgen5583680 0 0 0 0 0 0 0 0 0 1
307046_A02_hpgen5583563 307046_A02_hpgen5583563 0 0 0 0 0 0 0 0 0 1
307045_C08_hpgen5583513 307045_C08_hpgen5583513 0 0 0 0 0 0 0 0 0 1
307045_G06_hpgen5583501 307045_G06_hpgen5583501 0 0 0 0 0 0 0 0 0 1
307050_F03_hpgen5583966 307050_F03_hpgen5583966 0 0 0 0 0 0 0 0 0 1
307048_C04_hpgen5583775 307048_C04_hpgen5583775 0 0 0 0 0 0 0 0 0 1
307049_A10_hpgen5583920 307049_A10_hpgen5583920 0 0 0 0 0 0 0 0 0 1
307048_G03_hpgen5583771 307048_G03_hpgen5583771 0 0 0 0 0 0 0 0 0 1
307046_H09_hpgen5583626 307046_H09_hpgen5583626 0 0 0 0 0 0 0 0 0 1
307047_F05_hpgen5583689 307047_F05_hpgen5583689 0 0 0 0 0 0 0 0 0 1
307048_E12_hpgen5583843 307048_E12_hpgen5583843 0 0 0 0 0 0 0 0 0 1
307049_A12_hpgen5583937 307049_A12_hpgen5583937 0 0 0 0 0 0 0 0 0 1
307050_C05_hpgen5583979 307050_C05_hpgen5583979 0 0 0 0 0 0 0 0 0 1
307050_B03_hpgen5583962 307050_B03_hpgen5583962 0 0 0 0 0 0 0 0 0 1
307050_E03_hpgen5583965 307050_E03_hpgen5583965 0 0 0 0 0 0 0 0 0 1
307050_E08_hpgen5584005 307050_E08_hpgen5584005 0 0 0 0 0 0 0 0 0 1
307052_C06_hpgen5584214 307052_C06_hpgen5584214 0 0 0 0 0 0 0 0 0 1
307052_H03_hpgen5584183 307052_H03_hpgen5584183 0 0 0 0 0 0 0 0 0 1
307052_D01_hpgen5584151 307052_D01_hpgen5584151 0 0 0 0 0 0 0 0 0 1
307052_D06_hpgen5584215 307052_D06_hpgen5584215 0 0 0 0 0 0 0 0 0 1
307051_E11_hpgen5584128 307051_E11_hpgen5584128 0 0 0 0 0 0 0 0 0 1
307052_E03_hpgen5584177 307052_E03_hpgen5584177 0 0 0 0 0 0 0 0 0 1
307052_G12_hpgen5584270 307052_G12_hpgen5584270 0 0 0 0 0 0 0 0 0 1
307053_C05_hpgen5584306 307053_C05_hpgen5584306 0 0 0 0 0 0 0 0 0 1
307052_B07_hpgen5584224 307052_B07_hpgen5584224 0 0 0 0 0 0 0 0 0 1
307053_C06_hpgen5584315 307053_C06_hpgen5584315 0 0 0 0 0 0 0 0 0 1
307053_E04_hpgen5584300 307053_E04_hpgen5584300 0 0 0 0 0 0 0 0 0 1
307053_D09_hpgen5584342 307053_D09_hpgen5584342 0 0 0 0 0 0 0 0 0 1
307053_A03_hpgen5584288 307053_A03_hpgen5584288 0 0 0 0 0 0 0 0 0 1
307053_H05_hpgen5584312 307053_H05_hpgen5584312 0 0 0 0 0 0 0 0 0 1
307050_B09_hpgen5584010 307050_B09_hpgen5584010 0 0 0 0 0 0 0 0 0 1
307050_E04_hpgen5583973 307050_E04_hpgen5583973 0 0 0 0 0 0 0 0 0 1
307051_G05_hpgen5584081 307051_G05_hpgen5584081 0 0 0 0 0 0 0 0 0 1
307051_H10_hpgen5584122 307051_H10_hpgen5584122 0 0 0 0 0 0 0 0 0 1
307050_A03_hpgen5583961 307050_A03_hpgen5583961 0 0 0 0 0 0 0 0 0 1
307045_B05_hpgen5583488 307045_B05_hpgen5583488 0 0 0 0 0 0 0 0 0 1
307051_F05_hpgen5584080 307051_F05_hpgen5584080 0 0 0 0 0 0 0 0 0 1
307046_F12_hpgen5583649 307046_F12_hpgen5583649 0 0 0 0 0 0 0 0 0 1
307051_C08_hpgen5584101 307051_C08_hpgen5584101 0 0 0 0 0 0 0 0 0 1
